TotalComp,WideIndustry,Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,Ugdate,Age ofUnder,Graduate,GradDegree,MBA,MasterPHd,G_date,AgeofGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,,
281063,Health,ALZA,Dr. ErnestMario,Clifton,NJ,55,Rutgers,BS,61,22,U of Rhode Isla,PhD,0,1,65,26,1,1,250000,25000,6063,,,0.006,214,42.9,13,Health-biotechnology,3,250
1339200,Health,Chiron,Mr. Edward E Penhoet,Oakland,CA,53,Stanford U,AB,63,22,U of Washington,PhD,0,1,68,27,13,13,323122,247754,7075,761250,3659400,0.389,318,18.4,29,Health-biotechnology,3,323.122
1286970,Health,Genentech,Mr. G KirkRaab,New York,NY,58,Colgate U,BA,59,23,,none,0,0,,,9,4,745000,300000,241968,,12680000,0.014,608,58.9,20,Health-biotechnology,3,745
1084160,Health,Amgen,Mr. Gordon M Binder,St Louis,MO,58,Purdue U,BSE,57,21,Harvard,MBA,1,1,62,26,12,6,466676,487057,130428,,4318970,0.142,1374,374.6,41,Health-biotechnology,3,466.676
1719760,Health,Cardinal Health,Mr. Robert D Walter,Mansfield,OH,48,Ohio U,BS,67,21,Harvard,MBA,1,1,70,24,23,23,424046,190000,771377,334334,5311310,11.424,2304,38.5,36,Health-drugs,3,424.046
5852520,Health,Schering-Plough,Mr. Robert P Luciano,New York,NY,60,CUNY City,BBA,54,20,U of Michigan,JD,0,1,58,24,16,12,1070000,947000,1948740,1.89E+06,20411800,0.013,4341,825,15,Health-drugs,3,1070
1578690,Health,Rhone-Poulenc Rorer,Mr. Robert E Cawthorn,England,,58,Cambridge,BS,59,23,,none,0,0,,,12,9,733430,448490,396766,,15149700,0.094,4019,421.1,11,Health-drugs,3,733.43
2837870,Health,Abbott Laboratories,Mr. Duane L Burnham,Excelsior,MN,52,U of Minnesota,BS,63,21,U of Minnesota,MBA,1,1,72,30,12,4,772615,725000,1340260,,18293500,0.053,8408,1399.1,17,Health-drugs,3,772.615
605250,Health,Perrigo,Mr. Michael J Jandernoa,Detroit,MI,44,U of Michigan,BA,73,23,,none,0,0,,,15,8,291100,300629,13521,,1757280,13.39,634,52.4,20,Health-drugs,3,291.1
874935,Health,Mallinckrodt Group,Mr. C RayHolman,Little Rock,AR,51,U of Missouri,BS,64,21,,none,0,0,,,18,1,433013,220000,15543,206379,,0.128,1850,-102.9,21,Health-drugs,3,433.013
867002,Health,Marion Merrell Dow,Mr. Fred W Lyons Jr,Youngstown,OH,58,U of Michigan,BS,57,21,Harvard,MBA,1,1,59,23,24,10,675000,,192002,,15149200,0.083,2818,362,,Health-drugs,3,675
343400,Health,IVAX,Dr. PhillipFrost,Philadelphia,PA,57,U of Pennsylvan,BA,57,20,Yeshiva U Einst,MD,0,1,61,24,7,7,340000,,3400,,1851320,17.469,645,84.7,33,Health-drugs,3,340
6057940,Health,American Home Produc,Mr. John R Stafford,Harrisburg,PA,56,Dickinson C,BA,59,21,George Washingt,LLB,0,1,62,24,24,7,1085000,1.09E+06,32550,3.86E+06,21682300,0.041,8305,1469.3,11,Health-drugs,3,1085
878750,Health,National Intergroup,Mr. Abbey J Butler,New York,NY,56,American U,BS,58,20,,none,0,0,,,4,3,702000,175000,1750,,,9.59,5388,8.6,-1,Health-drugs,3,702
1075910,Health,American Cyanamid,Mr. Albert J Costello,New York,NY,58,Fordham U,BS,57,21,NYU,MS,0,1,64,28,37,1,525000,329649,221265,,,0.011,4277,-163.7,2,Health-drugs,3,525
1735400,Health,Eli Lilly,Mr. Randall L Tobias,Lafayette,IN,52,Indiana U,BS,64,22,,none,0,0,,,1,1,503182,418861,813359,,,0.009,6452,491.1,3,Health-drugs,3,503.182
3972810,Health,Bristol-Myers Squibb,Mr. Charles A Heimbold Jr,Newark,NJ,60,Villanova,BA,54,20,U of Pennsylvan,LLB,0,1,60,26,31,1,828625,621121,2523070,,,0.026,11413,1959,6,Health-drugs,3,828.625
1365540,Health,McKesson,Mr. AlanSeelenfreund,New York,NY,57,Cornell,BME,59,22,Stanford U,PhD,0,1,67,30,19,5,500000,550000,207410,108127,5019550,0.133,12203,150.5,20,Health-drugs,3,500
4956200,Health,Mylan Laboratories,Mr. MilanPuskar,Vintondale,PA,59,Youngstown Stat,BS,60,25,,none,0,0,,,33,1,700000,1.40E+06,481200,2.38E+06,,2.188,244,77.1,34,Health-drugs,3,700
800000,Health,Upjohn,Mr. John L Zabriskie,Auburn,NY,54,Dartmouth,BS,61,21,U of Rochester,PhD,0,1,65,25,1,1,800000,,,,,0.021,3653,411.3,3,Health-drugs,3,800
3404080,Health,Bergen Brunswig,Mr. Robert E Martini,Hackensack,NJ,62,Ohio State U,BS,54,22,,none,0,0,,,38,4,559154,200000,139648,2.51E+06,6498920,7.49,7058,27,1,Health-drugs,3,559.154
2085600,Health,Warner-Lambert,Mr. Melvin R Goodes,Canada,,59,Queens U,BA,57,22,U of Chicago,MBA,1,1,60,25,29,3,820000,586000,679601,,9995930,0.091,5794,285,11,Health-drugs,3,820
2065800,Health,Pfizer,Mr. William C Steere Jr,Ann Arbor,MI,57,Stanford U,BA,59,22,,none,0,0,,,35,3,1100000,800000,64000,101796,6811560,0.022,7478,657.5,17,Health-drugs,3,1100
3549720,Health,Merck,Dr. P RoyVagelos,Westfield,NJ,64,U of Pennsylvan,AB,50,20,Columbia,MD,0,1,54,24,19,9,1040630,1.20E+06,1309100,,23345800,0.07,10498,2166.2,9,Health-drugs,3,1040.63
740335,Health,Bindley Western Indu,Mr. William E Bindley,Terre Haute,IN,53,Purdue U,BS,61,20,,none,0,0,,,27,27,514400,165000,60935,,2955830,28.336,3426,9.6,9,Health-drugs,3,514.4
32582300,Health,Forest Laboratories,Mr. HowardSolomon,New York,NY,66,CUNY City,BA,49,21,Yale,JD,0,1,52,24,17,17,482885,60000,5707,3.20E+07,62818700,1.258,333,75.7,23,Health-drugs,3,482.885
782500,Health,Manor Care,Mr. StewartBainum Jr,Takoma Park,MD,48,Pacific Union C,BA,68,22,UCLA,MBA,1,1,70,24,22,7,499200,269568,13732,,3484180,2.933,1119,73,24,Health-health care services,3,499.2
850000,Health,National Medical Ent,Mr. JeffreyBarbakow,Los Angeles,CA,50,San Jose State,BS,66,22,USC,MBA,1,1,68,24,1,1,850000,,,,,0.011,3435,-270.1,6,Health-health care services,3,850
726396,Health,Columbia/HCA Healthc,Mr. Richard L Scott,Kansas City,MO,41,U of Missouri,BBA,75,22,SMU,JD,0,1,78,25,7,7,371000,350000,5396,,1545760,1.891,10252,591,,Health-health care services,3,371
,Health,FHP International,Mr. Mark B Hacken,New York,NY,58,U of Florida,BSP,56,20,,none,0,0,,,1,1,,,,,,0.00001,2265,53.1,19,Health-health care services,3,
1746990,Health,United HealthCare,Dr. William W McGuire,Troy,NY,46,U of Texas Aust,BA,70,22,U of Texas Galv,MD,0,1,74,26,6,3,575000,1.12E+06,50740,,22431200,0.266,2469,194.6,89,Health-health care services,3,575
1844640,Health,PacifiCare Health Sy,Mr. AlanHoops,Long Beach,CA,46,UCLA,BS,69,21,U of Washington,MS,0,1,73,25,17,1,344380,300000,297378,902877,,0.878,2382,66.7,54,Health-health care services,3,344.38
1825810,Health,American Medical Hol,Mr. Robert W O'Leary,New Bedford,MA,50,U of Massachuse,BS,65,21,Suffolk U,JD,0,1,73,29,3,3,750000,685146,390666,,3979110,0.052,2255,72.9,-1,Health-health care services,3,750
4697230,Health,HealthTrust,Mr. R ClaytonMcWhorter,Chattanooga,TN,60,Samford U,BS,55,21,,none,0,0,,,24,7,750000,375000,3572230,,6630930,0.781,2425,140.7,37,Health-health care services,3,750
,Health,National Health Labo,Mr. James R Maher,Worcester,MA,44,Boston C,BA,71,21,Columbia,MBA,1,1,76,26,1,1,,,,,,0.00001,761,112.7,16,Health-health care services,3,
1104830,Health,Beverly Enterprises,Mr. David R Banks,Arcadia,WI,57,U of Arkansas,BA,59,22,,none,0,0,,,22,5,519231,235000,350595,,4300810,0.154,2871,60.3,8,Health-health care services,3,519.231
2955800,Health,US Healthcare,Mr. LeonardAbramson,Philadelphia,PA,61,Penn State U,BA,54,21,Nova U,MPA,0,1,78,45,18,18,1841000,1.06E+06,50400,,16907100,11.48,2580,299.7,72,Health-health care services,3,1841
5296770,Health,Humana,Mr. David A Jones,Louisville,KY,62,U of Louisville,BS,54,22,Yale,JD,0,1,60,28,33,33,790600,790126,744066,2.97E+06,16948100,5.895,3137,89,25,Health-health care services,3,790.6
1382450,Health,WellPoint Health Net,Mr. Leonard D Schaeffer,Chicago,IL,48,Princeton,BA,69,23,,none,0,0,,,8,8,572262,272895,537292,,,0.804,2449,186.6,-6,Health-health care services,3,572.262
943015,Health,Pall,Mr. Maurice G Hardy,England,,64,Merchant Ventur,BSM,49,19,,none,0,0,,,32,5,441012,382225,119778,,6574260,0.173,683,97.2,14,Health-medical supplies,3,441.012
2755790,Health,Hillenbrand Industri,Mr. W AugustHillenbrand,Batesville,IN,53,St Joseph's IND,BS,65,24,,none,0,0,,,28,5,586461,531000,1638330,,7986930,5.024,1448,145.8,25,Health-medical supplies,3,586.461
2100190,Health,JohnsonJohnson,Mr. Ralph S Larsen,Brooklyn,NY,55,Hofstra U,BBA,62,23,,none,0,0,,,32,5,890000,448125,342353,419716,11036500,0.018,14138,1787,13,Health-medical supplies,3,890
759057,Health,St Jude Medical,Mr. Ronald A Matricaria,,,51,Mass C of Pharm,BS,66,23,,none,0,0,,,1,1,400000,358250,807,,,0.086,253,109.6,14,Health-medical supplies,3,400
918782,Health,Allergan,Mr. William C Shepherd,San Francisco,CA,55,U of Cal Berkel,BS,63,24,Pepperdine U,MBA,1,1,76,37,28,2,494348,320000,23235,81199,2480920,0.15,859,108.9,-1,Health-medical supplies,3,494.348
1367230,Health,Becton Dickinson,Mr. Raymond V Gilmartin,Washington,DC,53,Union C,BSE,63,22,Harvard,MBA,1,1,68,27,18,5,629167,420000,29388,288671,5329840,0.088,2459,215.2,10,Health-medical supplies,3,629.167
3351020,Health,BauschLomb,Mr. Daniel E Gill,Ziegler,IL,57,Northwestern U,BS,58,21,,none,0,0,,,15,13,950000,680000,1636800,84219,21702700,0.186,1872,156.5,16,Health-medical supplies,3,950
1380240,Health,Medtronic,Mr. William W George,Muskegon,MI,51,Georgia Tech,BSI,64,21,Harvard,MBA,1,1,66,23,5,3,479991,338394,561850,,3659280,0.081,1356,223.6,31,Health-medical supplies,3,479.991
2782690,Health,Baxter International,Mr. Vernon R Loucks Jr,Evanston,IL,59,Yale,BA,57,22,Harvard,MBA,1,1,63,28,28,14,693231,500000,918721,670733,15536500,0.117,8879,-268,8,Health-medical supplies,3,693.231
2757750,Health,US Surgical,Mr. Leon C Hirsch,Bronx,NY,66,,,,,,none,0,0,,,30,30,1026020,352680,1379060,,114346000,3.056,1037,-138.7,17,Health-medical supplies,3,1026.02
9678660,Insurance,Leucadia National,Mr. Ian M Cumming,Canada,,54,U of Kansas,,62,22,,none,0,0,,,16,16,464412,1.61E+06,250127,7.35E+06,17392700,19.521,1408,116.3,38,Insurance-diversified,4,464.412
1228170,Insurance,Lincoln National,Mr. Ian M Rolland,Fort Wayne,IN,60,DePauw U,BA,55,21,U of Michigan,MA,0,1,56,22,38,17,896494,,331680,,7502400,0.11,8290,415.3,15,Insurance-diversified,4,896.494
785563,Insurance,Horace Mann Educator,Mr. Paul J Kardos,Vandergrift,PA,57,Grove City C,BS,62,25,,none,0,0,,,17,12,363750,400000,21813,,3030040,1.751,708,77.2,15,Insurance-diversified,4,363.75
3493700,Insurance,Old Republic Interna,Mr. A C Zucaro,France,,55,CUNY Queens,BS,62,23,,none,0,0,,,18,4,454850,400000,5486,2.63E+06,5715640,0.355,1736,166.4,19,Insurance-diversified,4,454.85
2341180,Insurance,Aetna LifeCasualty,Mr. Ronald E Compton,Chicago,IL,61,Northwestern U,BA,54,21,,none,0,0,,,40,2,775000,550000,68813,947362,4002120,0.017,17118,-588.3,7,Insurance-diversified,4,775
5095980,Insurance,American Internation,Mr. Maurice R Greenberg,New York,NY,69,U of Miami,BA,48,23,NY Law School,LLB,0,1,50,25,33,27,1231730,1.10E+06,2998,2.76E+06,14833300,2.151,20135,1918.1,15,Insurance-diversified,4,1231.73
1113340,Insurance,Safeco,Mr. Roger H Eigsti,Vancouver,WA,52,Linfield C,BS,64,22,,none,0,0,,,22,2,516667,51667,295013,249992,2476230,0.054,3517,425.9,17,Insurance-diversified,4,516.667
946817,Insurance,Cigna,Mr. Wilson H Taylor,Hartford,CT,50,Trinity College,BS,64,20,,none,0,0,,,30,6,790000,,53567,103250,8219730,0.105,18402,234,8,Insurance-diversified,4,790
400300,Insurance,Unitrin,Mr. Richard C Vie,St Louis,MO,56,,,,,,none,0,0,,,11,2,315000,85000,300,,1084050,0.00001,1363,95,9,Insurance-diversified,4,315
500016,Insurance,Southwestern Life,Mr. Robert L Beisenherz,Houston,TX,48,U of Texas Aust,BBA,68,22,,none,0,0,,,4,2,500016,,,,,0.00001,968,287,6,Insurance-lifehealth,4,500.016
2092140,Insurance,Transamerica,Mr. Frank C Herringer,New York,NY,51,Dartmouth,AB,64,21,Dartmouth,MBA,1,1,65,22,15,3,930000,850000,173851,138291,6589710,0.056,4833,400.5,14,Insurance-lifehealth,4,930
2185610,Insurance,USLife,Mr. Gordon E Crosby Jr,Remsen,IA,73,U of Missouri,BS,46,25,,none,0,0,,,35,28,868846,580000,657407,79361,9619170,1.106,1600,97.2,11,Insurance-lifehealth,4,868.846
1547770,Insurance,NWNL Cos,Mr. John G Turner,Springfield,MA,54,Amherst C,BA,61,21,,none,0,0,,,27,3,513939,377263,341602,314962,3126330,0.237,1490,82.5,18,Insurance-lifehealth,4,513.939
1872100,Insurance,Equitable of Iowa Co,Mr. Frederick S Hubbell,Des Moines,IA,43,U of North Caro,BA,73,22,U of Iowa,JD,0,1,76,25,11,5,395833,320000,41570,1.11E+06,5185300,1.741,573,87.2,44,Insurance-lifehealth,4,395.833
12385900,Insurance,Equitable Cos,Mr. Richard H Jenrette,Raleigh,NC,65,U of North Caro,BA,51,22,Harvard,MBA,1,1,57,28,35,4,730000,1.14E+07,255896,,21332500,0.00001,6480,234.5,74,Insurance-lifehealth,4,730
302344,Insurance,Uslico,Mr. Daniel J Callahan III,Washington,DC,62,Williams C,BA,54,22,,none,0,0,,,2,2,300000,,2344,,,0.019,418,23.6,-1,Insurance-lifehealth,4,300
2975850,Insurance,UNUM,Mr. James F Orr III,Minneapolis,MN,51,Villanova,BS,65,22,Boston U,MBA,1,1,70,27,8,7,606154,454600,27439,1.89E+06,11132000,0.171,3397,312,30,Insurance-lifehealth,4,606.154
2668750,Insurance,American National In,Mr. Robert L Moody,Galveston,TX,58,,,,,,none,0,0,,,12,3,2667730,,1016,,7328710,1.318,1329,185.5,11,Insurance-lifehealth,4,2667.73
2160710,Insurance,Torchmark,Mr. Ronald K Richey,Erie,KS,67,Washburn U,BA,49,22,Washburn U,JD,0,1,51,24,30,9,1166680,833324,160710,,47971700,1.325,2177,279.6,16,Insurance-lifehealth,4,1166.68
10780600,Insurance,SunAmerica,Mr. EliBroad,New York,NY,60,Michigan State,BA,54,20,,none,0,0,,,37,37,595833,970320,972835,8.24E+06,21736600,19.186,884,138.6,38,Insurance-lifehealth,4,595.833
5302870,Insurance,Aflac,Mr. Daniel P Amos,Pensacola,FL,42,U of Georgia,BS,73,21,,none,0,0,,,21,4,913218,658346,245049,3.49E+06,13743100,0.898,5001,243.9,20,Insurance-lifehealth,4,913.218
,Insurance,CCP Insurance,Mr. Stephen C Hilbert,Terre Haute,IN,48,,,,,,none,0,0,,,15,2,,,,,,0.054,633,107.6,26,Insurance-lifehealth,4,
38675400,Insurance,Conseco,Mr. Stephen C Hilbert,Terre Haute,IN,48,,,,,,none,0,0,,,15,15,250000,8.29E+06,190570,2.99E+07,51156100,2.842,2637,308.9,76,Insurance-lifehealth,4,250
570542,Insurance,First Colony,Mr. Bruce C Gottwald Jr,Richmond,VA,36,VMI,BA,80,22,Col of William,MBA,1,1,84,26,2,2,346000,215600,8942,,,0.452,1560,203.9,-23,Insurance-lifehealth,4,346
1796480,Insurance,Kemper,Mr. David B Mathis,Atlanta,GA,56,Lake Forest C,BA,60,22,,none,0,0,,,38,2,531308,960000,305168,,3920030,0.157,1549,247.4,16,Insurance-lifehealth,4,531.308
2321800,Insurance,Providian,Mr. Irving W Bailey II,Cambridge,MA,52,U of Colorado,BA,63,21,NYU,MBA,1,1,68,26,13,6,666154,457400,551490,646759,10178200,0.148,2884,322.7,15,Insurance-lifehealth,4,666.154
1186920,Insurance,Protective Life,Mr. DraytonNabers Jr,Birmingham,AL,53,Princeton,AB,62,21,Yale,LLB,0,1,65,24,15,2,398583,365700,422638,,,0.234,760,56.6,32,Insurance-lifehealth,4,398.583
1217960,Insurance,Aon,Mr. Patrick G Ryan,Milwaukee,WI,57,Northwestern U,BS,59,22,,none,0,0,,,30,12,813462,310000,94496,,5102240,13.33,3845,323.8,14,Insurance-lifehealth,4,813.462
985500,Insurance,Jefferson-Pilot,Mr. David A Stonecipher,Cleveland,TN,53,Vanderbilt U,BBA,62,21,Georgia State U,MS,0,1,67,26,2,1,750000,235500,,,,0.041,1247,219.3,20,Insurance-lifehealth,4,750
1369120,Insurance,Provident LifeAcci,Mr. J. HaroldChandler,Belton,SC,45,Wofford C,BA,71,22,U of S Carolina,MBA,1,1,72,23,1,1,650000,500000,219120,,,0.015,2938,-81.2,9,Insurance-lifehealth,4,650
1884710,Insurance,Statesman Group,Mr. David J Noble,Des Moines,IA,62,,,,,,none,0,0,,,22,12,550000,400000,27988,906722,3075100,2.609,379,37.2,35,Insurance-lifehealth,4,550
4373310,Insurance,American General,Mr. Harold S Hook,Kansas City,MO,62,U of Missouri,BS,53,21,U of Missouri,MA,0,1,54,22,24,16,980000,784000,749207,1.86E+06,15479400,0.143,4829,250,16,Insurance-lifehealth,4,980
1118650,Insurance,John Alden Financial,Mr. Glendon E Johnson,Cleveland,UT,70,U of Utah,BS,48,24,Harvard,LLD,0,1,52,28,9,9,425325,579847,113474,,,0.376,1407,80,79,Insurance-lifehealth,4,425.325
518000,Insurance,Mercury General,Mr. GeorgeJoseph,Beckley,WV,72,Harvard,BS,49,27,,none,0,0,,,33,33,497930,20070,,,2556060,34.688,534,96.2,35,Insurance-propertycasualty,4,497.93
2752850,Insurance,Cincinnati Financial,Mr. Robert B Morgan,Yerkes,KY,60,Eastern Kentuck,BA,54,20,,none,0,0,,,28,3,524633,347030,,1.88E+06,5083030,0.576,1442,202.2,23,Insurance-propertycasualty,4,524.633
1470530,Insurance,Alleghany,Mr. John J Burns Jr,Cambridge,MA,62,Boston C,BS,53,21,Harvard,MBA,1,1,55,23,26,2,500000,257930,712595,,,0.272,1908,97.6,13,Insurance-propertycasualty,4,500
1479130,Insurance,St Paul Cos,Mr. Douglas W Leatherdale,Canada,,57,U of Manitoba,BA,57,20,,none,0,0,,,22,4,611450,556420,311257,,6125860,0.097,4460,427.6,14,Insurance-propertycasualty,4,611.45
374421,Insurance,Transatlantic Holdin,Mr. Joseph V Taranto,Brooklyn,NY,45,CUNY Brooklyn,BS,71,22,,none,0,0,,,8,8,261923,109500,2998,,1251160,0.004,726,86.7,15,Insurance-propertycasualty,4,261.923
1086620,Insurance,Continental Corp,Mr. John P Mascotte,Fort Wayne,IN,55,St Joseph's IND,BA,61,22,U of Virginia,LLB,0,1,64,25,13,11,696538,332500,57583,,4566140,0.031,5174,208.4,,Insurance-propertycasualty,4,696.538
480303,Insurance,Allmerica Property,Mr. John F O'Brien,Brockton,MA,51,Harvard,AB,65,22,Harvard,MBA,1,1,68,25,2,2,177625,113173,189505,,,0.005,1953,252.4,16,Insurance-propertycasualty,4,177.625
1993460,Insurance,American Premier Und,Mr. Carl H Lindner,Dayton,OH,75,,,,,,none,0,0,,,11,7,893750,1.00E+06,99712,,5610840,40.47,1763,232,5,Insurance-propertycasualty,4,893.75
1013330,Insurance,American Re,Mr. Edward B Jobe,Keokuk,IA,64,,,,,,none,0,0,,,31,7,457385,525000,30947,,2674740,0.011,1444,110.7,-24,Insurance-propertycasualty,4,457.385
766037,Insurance,TIG Holdings,Mr. Jon W Rotenstreich,Birmingham,AL,50,U of Alabama,BS,64,20,,none,0,0,,,1,1,600000,150000,16037,,,0.366,1881,-128,,Insurance-propertycasualty,4,600
1768620,Insurance,Chubb,Mr. Dean R O'Hare,Jersey City,NJ,51,NYU,BS,63,20,Pace U NY,MBA,1,1,68,25,31,6,735270,661275,372071,,10994400,0.056,5500,344.2,19,Insurance-propertycasualty,4,735.27
1408140,Insurance,Argonaut Group,Mr. Charles E Rinsch,Vincennes,IN,61,Indiana U,BS,53,20,Stanford U,MBA,1,1,60,27,28,6,418750,140000,4017,845375,3756540,0.37,439,89.1,14,Insurance-propertycasualty,4,418.75
6231000,Insurance,Reliance Group Holdi,Mr. Saul P Steinberg,New York,NY,54,U of Pennsylvan,BS,61,21,,none,0,0,,,33,33,2700000,2.70E+06,831000,,31722300,38.028,2963,85.5,7,Insurance-propertycasualty,4,2700
378676,Insurance,Ohio Casualty,Mr. Lauren N Patch,Lexington,KY,43,U of Kentucky,BS,73,22,,none,0,0,,,22,1,324808,,9043,44825,,0.544,1670,87,15,Insurance-propertycasualty,4,324.808
4350150,Insurance,Progressive,Mr. Peter B Lewis,Cleveland,OH,60,Princeton,AB,55,21,,none,0,0,,,39,29,1000000,1.40E+06,1950150,,15877200,13.934,1955,267.3,24,Insurance-propertycasualty,4,1000
599127,Insurance,Geico,Mr. Louis A Simpson,Chicago,IL,57,Ohio Wesleyan U,BA,58,21,Princeton,AM,0,1,60,23,15,1,500000,,99127,,,0.505,2638,286.4,18,Insurance-propertycasualty,4,500
4459340,Insurance,USFG,Mr. Norman P Blake Jr,New York,NY,52,Purdue U,BA,64,22,Purdue U,MA,0,1,66,24,3,3,1007680,1.36E+06,2087580,,8589430,0.055,3249,127.2,-12,Insurance-propertycasualty,4,1007.68
16774500,Insurance,ITT,Mr. Rand V Araskog,Fergus Falls,MN,62,US Military Aca,BS,53,21,,none,0,0,,,27,15,1525000,2.58E+06,6836760,5.83E+06,33770700,0.36,22043,963,15,Insurance-propertycasualty,4,1525
100000,Insurance,Berkshire Hathaway,Mr. Warren E Buffett,Omaha,NE,63,U of Nebraska L,BS,50,19,Columbia,MBA,1,1,51,20,29,24,100000,,,,500000,43.463,3653,759.1,26,Insurance-propertycasualty,4,100
800000,Insurance,20th Century Industr,Mr. Neil H Ashley,Spokane,WA,71,,,,,U of Montana,JD,0,1,50,27,11,1,600000,200000,,,,0.00001,1104,108.6,19,Insurance-propertycasualty,4,600
2579330,Insurance,General Re,Mr. Ronald E Ferguson,Chicago,IL,52,Blackburn U,BA,63,21,U of Michigan,MS,0,1,65,23,25,7,768750,610000,414761,785819,9880650,0.074,3560,696.8,12,Insurance-propertycasualty,4,768.75
600516,Metals,Reynolds Metals,Mr. Richard G Holder,Paris,TN,62,Vanderbilt U,BA,53,21,,none,0,0,,,41,2,575000,,25516,,1913290,0.117,5269,-322.1,,Metals-nonferrous metals,5,575
703000,Metals,Homestake Mining,Mr. Harry M Conger,Seattle,WA,63,Colo Sch Mines,EM,55,24,,none,0,0,,,19,15,465000,210000,28000,,3917890,0.126,704,52.5,11,Metals-nonferrous metals,5,465
3274350,Metals,Phelps Dodge,Mr. Douglas C Yearley,Oak Park,IL,58,Cornell,BS,58,22,,none,0,0,,,34,5,560000,300000,652657,1.76E+06,15864600,0.154,2596,187.9,22,Metals-nonferrous metals,5,560
6972760,Metals,Engelhard,Mr. Orin R Smith,Newark,NJ,58,Brown,BA,57,21,Seton Hall C,MBA,1,1,64,28,17,10,670034,585000,983190,4.73E+06,18450700,0.555,2151,16.7,27,Metals-nonferrous metals,5,670.034
1213210,Metals,Aluminum Co of Ameri,Mr. Paul H O'Neill,St Louis,MO,58,Cal St Fresno,BA,60,24,Indiana U,MPA,0,1,66,30,7,7,700200,343000,170012,,7308380,0.027,9056,4.8,7,Metals-nonferrous metals,5,700.2
856694,Metals,Asarco,Mr. Richardde J Osborne,Bronxville,NY,60,Princeton,AB,56,22,,none,0,0,,,19,8,725000,,8994,122700,4963070,0.151,1736,-70.7,,Metals-nonferrous metals,5,725
2793770,Metals,Cyprus Amax Minerals,Mr. Milton H Ward,Bessemer,AL,61,U of Alabama,BS,55,22,U of New Mexico,MBA,1,1,74,41,2,2,747413,1.50E+06,546359,,,0.259,1764,100.2,6,Metals-nonferrous metals,5,747.413
3315930,Metals,Maxxam,Mr. Charles E Hurwitz,Kilgore,TX,54,U of Oklahoma,BS,62,22,,none,0,0,,,16,14,558250,400000,88102,2.27E+06,20204400,30.786,2031,-131.9,5,Metals-nonferrous metals,5,558.25
525000,Metals,Newmont Mining,Mr. Ronald C Cambre,New Orleans,LA,55,Louisiana State,BS,60,21,,none,0,0,,,1,1,450000,75000,,,,0.006,634,94.7,9,Metals-nonferrous metals,5,450
2145180,Metals,Freeport-McMoRan,Mr. James R Moffett,Houma,LA,55,U of Texas Aust,BS,61,22,Tulane U,MS,0,1,63,24,24,10,661500,,1483680,,33915700,1.105,1611,-96.9,10,Metals-nonferrous metals,5,661.5
2331260,Metals,USX-US Steel,Mr. Charles A Corry,Cincinnati,OH,62,U of Cincinnati,BA,55,23,U of Cincinnati,JD,0,1,59,27,35,5,946667,750000,194591,440000,8174890,0.02,5612,-169,9,Metals-steel,5,946.667
575953,Metals,Inland Steel Industr,Mr. Robert J Darnall,Bloomington,IL,56,DePauw U,BA,60,22,U of Chicago,MBA,1,1,73,35,32,2,548522,,27431,,,0.104,3888,-37.6,-5,Metals-steel,5,548.522
903337,Metals,Armco,Mr. James F Will,Pittsburgh,PA,55,Penn State U,BSE,61,22,Duquesne U,MBA,1,1,72,33,2,1,495833,53000,30781,323723,,0.19,1664,-327,-13,Metals-steel,5,495.833
714148,Metals,Bethlehem Steel,Mr. Curtis H Barnette,St Albans,WV,59,West Virginia U,BA,56,21,Yale,JD,0,1,62,27,27,2,500000,,214148,,,0.069,4323,-266.3,-3,Metals-steel,5,500
416667,Metals,National Steel,Mr. Ronald H Doerr,St. Louis,MO,53,Washington U,BS,62,21,,none,0,0,,,28,1,351000,25448,40219,,,0.00001,2419,-242.4,-15,Metals-steel,5,351
1551770,Metals,Nucor,Mr. F KennethIverson,Downers Grove,IL,68,Cornell,BS,46,20,Purdue U,MS,0,1,47,21,32,29,275000,372865,276183,627718,3709380,0.938,2254,123.5,39,Metals-steel,5,275
1783980,Metals,LTV,Mr. David H Hoag,Pittsburgh,PA,54,Allegheny C,BA,60,20,,none,0,0,,,34,3,550000,200000,1033980,,5614950,0.006,4163,386.9,,Metals-steel,5,550
462445,Metals,Worthington Industri,Mr. John P McConnell,Youngstown,OH,40,,,,,,none,0,0,,,17,1,191250,268600,2595,,,1.026,1236,81.8,18,Metals-steel,5,191.25
,Retailing,Nordstrom,Mr. Bruce A Nordstrom,Seattle,WA,61,U of Washington,BA,56,23,,none,0,0,,,39,23,,,,,,6.675,3590,140.4,5,Retailing-apparel,6,
2037490,Retailing,Melville,Mr. Stanley P Goldstein,Woonsocket,RI,59,U of Pennsylvan,BS,55,20,,none,0,0,,,31,7,1050000,285000,702491,,8602980,0.157,10435,331.8,2,Retailing-apparel,6,1050
1957940,Retailing,Limited,Mr. Leslie H Wexner,Dayton,OH,56,Ohio State U,BS,59,21,,none,0,0,,,31,31,1150000,660100,147836,,9704730,19.225,7245,391,9,Retailing-apparel,6,1150
